Category,Body
Scam,> that the
Scam,> customer was a foreigner and cannot stand as his next
Scam,> of kinor heir.
Scam,>
Scam,> We agreed that 25% of the money will be for youas the
Scam,> foreign
Scam,"> partner, thereafter my colleague and I will visit your"
Scam,> country
Scam,> fordisbursement according to the percentage indicated.
Scam,> Therefore to
Scam,> enable the immediatetransfer of the fund to you as
Scam,> indicated.You must
Scam,> apply to the bank as relation ornext of kin of the
Scam,"> decreased,"
Scam,> indicating your bank account number and location
Scam,> wherein the money
Scam,"> will be remitted. Upon receipt of response, I will"
Scam,> send to you by
Scam,> fax the Application Form. As soon as you receive this
Scam,> letter you
Scam,> should contact me immediatelyand indicate your direct
Scam,> and
Scam,> confidential telephone and fax number for effective
Scam,> communication.Trusting to hear from you immediately.
Scam,"> Yours faithfully,"
Scam,> MD.OBINA OKORO.
Scam,
Scam,
Scam,
Scam,
Scam,------------------------------------------------------------
Scam,http://Game.37.com/  <--- Free Games
Scam,http://newJoke.com/   <---  J O K E S  ! ! !
Scam,
Scam,
Scam,---------------------------------------------------------------------
Scam,Express yourself with a super cool email address from BigMailBox.com.
Scam,Hundreds of choices. It's free!
Scam,http://www.bigmailbox.com
Scam,---------------------------------------------------------------------
Scam,
Scam,From r  Mon Nov 25 22:32:21 2002
Scam,Return-Path: <software-seminar-request@eecs.UM>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <software-seminar-request@eecs.UM>
Scam,"Mon, 25 Nov 2002 22:20:56 -0500"
Scam,"Resent-Date: Mon, 25 Nov 2002 22:20:56 -0500"
Scam,X-Authentication-Warning: smtp.eecs.UM: list set sender to software-seminar-request@smtp.eecs.UM using -f
Scam,Message-Id: <200211260320.gAQ3KoVV001933@smtp.eecs.UM>
Scam,"From: ""DR. JAMES  ALBERT"" <jamesalbert0@eircom.net>"
Scam,Reply-To: jamesalbert_5@email.com
Scam,To: software-seminar@eecs.UM
Scam,"Date: Tue, 26 Nov 2002 04:34:05 +0100"
Scam,Subject: Request
Scam,X-Mailer: Microsoft Outlook Express 5.00.2919.6900 DM
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain; charset=""us-ascii"""
Scam,X-Scanned-By: MIMEDefang 2.25 (www . roaringpenguin . com / mimedefang)
Scam,Content-Transfer-Encoding: 8bit
Scam,X-MIME-Autoconverted: from quoted-printable to 8bit by smtp.eecs.UM id gAQ3KoVV001933
Scam,Resent-Message-ID: <Ndd22C.A.3e.Yiu49@smtp>
Scam,Resent-From: software-seminar@eecs.UM
Scam,X-Mailing-List: <software-seminar@smtp.eecs.UM> archive/latest/50
Scam,X-Loop: software-seminar@smtp.eecs.UM
Scam,List-Post: <mailto:software-seminar@smtp.eecs.UM>
Scam,List-Help: <mailto:software-seminar-request@smtp.eecs.UM?subject=help>
Scam,List-Subscribe: <mailto:software-seminar-request@smtp.eecs.UM?subject=subscribe>
Scam,List-Unsubscribe: <mailto:software-seminar-request@smtp.eecs.UM?subject=unsubscribe>
Scam,Precedence: list
Scam,Resent-Sender: software-seminar-request@eecs.UM
Scam,Status: RO
Scam,
Scam,Dear Sir/Madam
Scam,
Scam,ASSISTANCE REQUIRED FOR ACQUISITION OF ESTATE
Scam,
Scam,I write to inform you of my desire to acquire estates
Scam,or landed properties in your country on behalf of the
Scam,Director of Contracts and Finance Allocations of the
Scam,Federal Ministry of Works and Housing in Nigeria.
Scam,
Scam,Considering his very strategic and influential
Scam,"position, he would want the transaction to be as"
Scam,strictly confidential as possible. He further wants
Scam,"his identity to remain undisclosed at least for now,"
Scam,untill the completion of the transaction. Hence our
Scam,desire to have an overseas agent.
Scam,
Scam,I have therefore been directed to inquire if you would
Scam,agree to act as our overseas agent in order to
Scam,actualize this transaction.
Scam,
Scam,"The deal, in brief, is that the funds with which we"
Scam,intend to carry out our proposed investments in your
Scam,country is presently in a coded account at the
Scam,Nigerian Apex Bank (i.e. the Central Bank of Nigeria)
Scam,and we need your assistance to transfer the funds to
Scam,your country in a convenient bank account that will be
Scam,provided by you before we can put the funds
Scam,"into use in your country. For this, you shall be"
Scam,considered to have executed a contract for the Federal
Scam,Ministry of Works and Housing in Nigeria for which
Scam,"payment should be effected to you by the Ministry, The"
Scam,"contract sum of which shall run into US$27.4 Million,"
Scam,of which your share shall be 25% and 5% for expenses if you agree to be
Scam,our overseas agent.
Scam,
Scam,"As soon as payment is effected, and the amount"
Scam,mentioned above is successfully transferred into your
Scam,"account, we intend to use our own share in acquiring"
Scam,some estates abroad. For this too you shall also serve as our agent.
Scam,
Scam,"In the light of this, I would like you to forward to"
Scam,me the following information:
Scam,
Scam,1. Your company name and address if any
Scam,2. Your personal fax number
Scam,3. Your personal telephone number for easy
Scam,communication.
Scam,
Scam,You are requested to communicate your acceptance of
Scam,this proposal through my above stated email address
Scam,after which we shall discuss in details the modalities
Scam,
Scam,for seeing this transaction through.
Scam,
Scam,Your quick response will be highly appreciated. Thank
Scam,you in anticipation of your cooperation.
Scam,
Scam,"Yours faithfully,"
Scam,
Scam,DR. JAMES ALBERT
Scam,
Scam,
Scam,
Scam,
Scam,From r  Tue Nov 26 14:31:14 2002
Scam,Return-Path: <adamuohiroma.adamuohiroma@caramail.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <adamuohiroma.adamuohiroma@caramail.com>
Scam,From: adamuohiroma adamuohiroma <adamuohiroma.adamuohiroma@caramail.com>
Scam,To: adamuohiroma.adamuohiroma@caramail.com
Scam,Message-ID: <1038336838003485@caramail.com>
Scam,X-Mailer: Caramail - www.caramail.com
Scam,X-Originating-IP: [216.139.170.171]
Scam,Mime-Version: 1.0
Scam,Subject: URGENT ASSISTANCE
Scam,"Date: Tue, 26 Nov 2002 19:53:58 GMT+1"
Scam,"Content-Type: multipart/mixed; boundary=""=_NextPart_Caramail_0034851038336838_ID"""
Scam,Status: RO
Scam,
Scam,This message is in MIME format. Since your mail reader does not understand
Scam,"this format, some or all of this message may not be legible."
Scam,
Scam,--=_NextPart_Caramail_0034851038336838_ID
Scam,"Content-Type: text/plain; charset=""iso-8859-1"""
Scam,Content-Transfer-Encoding: quoted-printable
Scam,
Scam,"FROM: DR, ADAMS OBOZUWA."
Scam,TEL/FAX: 234 1 759 0379.
Scam,E-MAIL:adamuohiroma.adamuohiroma@caramail.com
Scam,TEL/FAX: 234 1 759 0379.
Scam,
Scam,BUSINESS PROPOSAL
Scam,
Scam,Dear sir / Madam
Scam,
Scam,
Scam,"My name is DR, ADAMS OBOZUWA., a member of the Presidential"
Scam,Task Force on Oil Spillage Clean-up. Early last year there
Scam,was a major oil spillage in the Niger Delta Region of
Scam,Nigeria which rendered over 70% of the communities
Scam,homeless.The contract was handled by a foreign firm but
Scam,because of the huge monetary profit we envisaged we decided
Scam,to over-invoice the contract sum. Now the contract has been
Scam,completed and the original contractor has since been
Scam,"paid,but the contract balance of US$38 million,which"
Scam,resulted from the over invoiced contract sum that has been
Scam,left in a suspense account with the DEBT RECONCILIATION
Scam,"COMMITTEE A SUBSIDIARY OF THE APEX BANK,is what me and my"
Scam,partners are planning to take out of the country for
Scam,"ourselves.The problem is as government officials,we are not"
Scam,"suppose to own fat bank accounts,talk less of having"
Scam,"foreign ones.To this end, we are soliciting your assistance"
Scam,as a foreign partner who can assist us and receive this
Scam,amount into your account. We are ready to share this money
Scam,with you on the basis of participation. We also have plans
Scam,to invest part of this money in any viable business in your
Scam,"country under your care,as we are nearing our retirement"
Scam,"age. In any case, I received a reference of"
Scam,you/organization from the Nigeria Chambers of Commerce and
Scam,Industry =91Foreign Trade Division=92 as a reputable organ that
Scam,can assist us on this transaction. Please if you accept my
Scam,proposal do not hesitate to send me a fax on 234 1 759 0379
Scam,or send me an e-mail on:
Scam,"adamuohiroma, so that I can provide you with the basic"
Scam,procedures for the release of the fund. It does not matter
Scam,whether you or your company does contract project of the
Scam,"nature described here, the assumption is that you won a"
Scam,"major contract and subcontracted it to another company,"
Scam,"more often than not, big trading companies or individuals"
Scam,of unrelated field win major contracts here in Nigeria and
Scam,subcontracts same to more specialized firms for execution.
Scam,BENEFIT For providing the account where we shall remit this
Scam,"money, you will be entitled to 25% of the entire funds, 70%"
Scam,"will be for me and my partners,while 5% has been set aside"
Scam,to cover any expenses that may be incurred by both parties
Scam,"during this transaction, both local and international."
Scam,Please I enjoin you to handle this transaction with utmost
Scam,degree of maturity and confidentiality because I am still
Scam,in active government service with the =93NIGERIAN NATIONAL
Scam,"PETROLEUM CORPORATION=94. If I receive your response on time,"
Scam,this whole transaction could be accomplished within the
Scam,shortest possible time based on your interest and
Scam,"determination,since the money is already in transit."
Scam,"Please, try to call me up to confirm the receipt of your"
Scam,"fax or e-mail.The lines may be busy,but keep trying till"
Scam,you get through.
Scam,
Scam,"Yours faithfully,"
Scam,
Scam,"DR, ADAMS OBOZUWA. (MNIM)"
Scam,_________________________________________________________
Scam,Gagne une PS2 ! Envoie un SMS avec le code PS au 61166
Scam,
Scam,
Scam,
Scam,--=_NextPart_Caramail_0034851038336838_ID--
Scam,
Scam,From r  Wed Nov 27 07:42:50 2002
Scam,Return-Path: <fredobi3@omaninfo.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <fredobi3@omaninfo.com>
Scam,"by spacecowboys.mr.itd.UM (3.6u) with SMTP id gARCfaU20345; Wed, 27 Nov 2002 07:42:01 -0500 (EST)"
Scam,Message-Id: <200211271242.gARCfaU20345@spacecowboys.mr.itd.UM>
Scam,"From: ""MR FRED OBI."" <fredobi3@omaninfo.com>"
Scam,Reply-To: fredobi3@omaninfo.com
Scam,"CC: R@M, jlawler@UM"
Scam,"Date: Wed, 27 Nov 2002 13:45:46 +0100"
Scam,Subject: URGENT BUSINESS TRUSTEE
Scam,X-Mailer: Microsoft Outlook Express 5.00.2919.6900 DM
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain; charset=""us-ascii"""
Scam,Content-Transfer-Encoding: 8bit
Scam,X-MIME-Autoconverted: from quoted-printable to 8bit by sideshowmel.si.UM id gARCgmj16247
Scam,Status: RO
Scam,
Scam,TRANSFER OF USD$22MILLION INTO YOUR ACCOUNT}
Scam,
Scam,ATTENTION: President\CEO.
Scam,
Scam,"I, on behalf of my other colleagues from different"
Scam,organs of Federal Government of Nigeria (FGN) owned
Scam,parastatals decided to solicit your assistance as
Scam,regards transfer of the above-mentioned amount into
Scam,your bank account.  This fund accrued from over
Scam,invoicing of various contract awarded in my parastatal
Scam,to certain Foreign Contractors sometimes ago.
Scam,
Scam,"We, as holders of sensitive position in our various"
Scam,"parastatals, were mandated by the Federal Government"
Scam,to Scrutinise all payments made to certain foreign
Scam,Contractors and we discovered that some of the
Scam,contracts they executed were grossly over-invoiced
Scam,either by omission or commission.  In the process the
Scam,sum of US$27M (Twenty Seven Million US Dollars only)
Scam,was found lying in the parastatal suspense account
Scam,after the foreign contractors had been paid their
Scam,rightful dues for executing the said contracts.
Scam,
Scam,We all agreed that this over-invoiced amount be
Scam,transferred (for our own use) into a bank account
Scam,"provided by a foreign partner, because we are"
Scam,government workers and the Code of Conduct does not
Scam,allow us to operate foreign accounts.
Scam,
Scam,"However, we have succeeded in transferring some of"
Scam,this money precisely US$5.0M (Five Million US Dollars
Scam,only) into a foreign account in MOROCCO (North
Scam,"Africa), but the provider of the account in MOROCCO is"
Scam,up to some mischief and refuses to comply to the
Scam,earlier mutual agreement by insisting that the total
Scam,amount be paid into his nominated bank account before
Scam,disbursement will take effect.  If for a meagre sum of
Scam,US$5.0M (Five Million US Dollars only) we are not
Scam,"compensated, is it when the balance of US$22M"
Scam,(Twenty-two Million US Dollars)is transferred that we
Scam,"will be sure of our full compensation? Of course, this"
Scam,abuse of trust and inhumanity calls for sober
Scam,reflection and search for absolute trust.
Scam,
Scam,Thus we are seeking your unwavering assistance that
Scam,the remaining amount of US$22M can be speedily
Scam,processed and fully remitted into your nominated bank
Scam,account.  On successful remittance of the fund into
Scam,"your account, you will be compensated with 30% of the"
Scam,amount for your assistance and services.
Scam,
Scam,"So far, much have been said and due to our sensitive"
Scam,"positions, we cannot afford a slip in this transaction"
Scam,neither can we give out identity as regards our
Scam,"respective offices, but whereby cordial relationship"
Scam,"is established, smooth operations commences, you will"
Scam,be furnished with details of all you deserves to know.
Scam,
Scam,I am at your disposition to entertain any question
Scam,"from you with respect to this transaction, so contact"
Scam,me immediately through my e:mail for further
Scam,information on the requirements and procedure for this
Scam,transaction.
Scam,
Scam,"Please, treat with the strictest confidentiality and"
Scam,utmost urgency.
Scam,
Scam,"Yours faithfully,"
Scam,
Scam,MR FRED OBI.
Scam,
Scam,
Scam,From r  Thu Nov 28 11:43:23 2002
Scam,Return-Path: <mbengu@37.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <mbengu@37.com>
Scam,"for <R@M>; Thu, 28 Nov 2002 11:43:17 -0500 (EST)"
Scam,"Date: Thu, 28 Nov 2002 08:34:54 -0800"
Scam,Message-Id: <200211281634.gASGYsk26079@mail25.bigmailbox.com>
Scam,Content-Type: text/plain
Scam,Content-Disposition: inline
Scam,Content-Transfer-Encoding: binary
Scam,X-Mailer: MIME-tools 4.104 (Entity 4.116)
Scam,Mime-Version: 1.0
Scam,X-Originating-Ip: [195.166.233.217]
Scam,"From: ""mbeki ngumeni"" <mbengu@37.com>"
Scam,To: mbengu@37.com
Scam,Subject: STRICTLY CONFIDENTIAL & URGENT
Scam,Status: RO
Scam,
Scam,
Scam,
Scam,"Dear sir,"
Scam,
Scam,"I am Dr.Mbeki Ngumeni, a native of Cape town in South"
Scam,Africa and I am an Executive Accountant with the South
Scam,Africa Department of Mining & Natural Resources.
Scam,"First and foremost, I apologize for using this medium to"
Scam,"reach you for a transaction/business of this magnitude, but this is due to Confidentiality and prompt access reposed on this medium. Be informed that a member of the South Africa Export Promotion Council(SEPC) who was at the Government delegation to your country during a trade exhibition gave your enviable credentials/particulars to me. I have decided to seek a confidential co-operation with you in the execution of the deal described Hereunder for the benefit of all parties and hope you will keep it as a top secret because of the nature of this transaction."
Scam,
Scam,Within the Department of Mining & Natural Resources where I work as an
Scam,"Executive Accountant and with the cooperation of four other top officials, we have in our possession as overdue payment bills totaling Twenty-one Million, Five Hundred Thousand US.Dollars ($21,500,000.) which we want to transfer abroad with the assistance and cooperation of a foreign company/individual to receive the said fund on our behalf or a reliable foreign non-company account to receive such funds. More so, we are handicapped in the circumstances, as the South Africa Civil Service Code of Conduct does not allow us to operate offshore account hence your importance in the whole transaction."
Scam,
Scam,This amount $21.5m represents the balance of the total
Scam,contract value executed on behalf of my Department by
Scam,"a foreign contracting firm, which we the officials"
Scam,over-invoiced deliberately. Though the actual contract
Scam,"cost have been paid to the original contractor,"
Scam,leaving the balance in the tune of the said amount
Scam,which we have in principles gotten approval to remit
Scam,by Key tested Telegraphic Transfer (K.T.T) to any
Scam,foreign bank account you will provide by filing in an
Scam,application through the Ministry of Justice here in
Scam,South Africa for the transfer of rights and privileges
Scam,of the former contractor to you. I have the authority
Scam,of my partners involved to propose that should you be
Scam,"willing to assist us in the transaction, your share of"
Scam,"the sum will be 25% of the $21.5 million, 70% for us"
Scam,and 5% for taxation and miscellaneous expenses. The
Scam,"business itself is 100% safe, on your part provided"
Scam,you treat it with utmost secrecy and confidentiality.
Scam,Also your area of specialization is not a hindrance to
Scam,the successful execution of this transaction. I have
Scam,reposed my confidence in you and hope that you will
Scam,not disappoint me.
Scam,
Scam,Endeavor to contact me immediately through my e- mail
Scam,to confirm whether or not you
Scam,"are interested in this deal. If you are not, it will"
Scam,enable me scout for another foreign partner to carry
Scam,out this deal.
Scam,
Scam,
Scam,I want to assure you that my partners and myself are
Scam,in a position to make the payment of this claim
Scam,possible provided you can give us a very strong
Scam,Assurance and guarantee that our share will be secured
Scam,"and please, remember to treat this matter very"
Scam,"confidential , because we will not comprehend with any"
Scam,form of exposure as we are still in active Government
Scam,"Service .Once again, remember that time is of great"
Scam,essence in this transaction. I wait in anticipation of
Scam,your fullest co-operation.
Scam,You can contact me through this e-mail address:- mbengu@37.com
Scam,"Lastly,please try to send me your telephone and fax number so     that we candiscuss in details."
Scam,
Scam,"Yours faithfully,"
Scam,Dr.Mbeki Ngumeni.
Scam,
Scam,
Scam,
Scam,
Scam,------------------------------------------------------------
Scam,http://Game.37.com/  <--- Free Games
Scam,http://newJoke.com/   <---  J O K E S  ! ! !
Scam,
Scam,
Scam,---------------------------------------------------------------------
Scam,Express yourself with a super cool email address from BigMailBox.com.
Scam,Hundreds of choices. It's free!
Scam,http://www.bigmailbox.com
Scam,---------------------------------------------------------------------
Scam,
Scam,From r  Sun Dec  1 09:17:38 2002
Scam,Return-Path: <mmahoyi@caramail.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <mmahoyi@caramail.com>
Scam,"for <R@M>; Sun, 1 Dec 2002 09:17:31 -0500 (EST)"
Scam,From: mahoyi mamudu <mmahoyi@caramail.com>
Scam,To: mmahoyi@caramail.com
Scam,Message-ID: <1038673940026201@caramail.com>
Scam,X-Mailer: Caramail - www.caramail.com
Scam,X-Originating-IP: [64.86.155.149]
Scam,Mime-Version: 1.0
Scam,Subject: respond asap
Scam,"Date: Sat, 30 Nov 2002 17:32:20 GMT+1"
Scam,"Content-Type: multipart/mixed; boundary=""=_NextPart_Caramail_0262011038673940_ID"""
Scam,Status: RO
Scam,
Scam,This message is in MIME format. Since your mail reader does not understand
Scam,"this format, some or all of this message may not be legible."
Scam,
Scam,--=_NextPart_Caramail_0262011038673940_ID
Scam,"Content-Type: text/plain; charset=""iso-8859-1"""
Scam,Content-Transfer-Encoding: quoted-printable
Scam,
Scam,"Dear Sir,"
Scam,
Scam,Let me first apologise to you for any mbarrassment
Scam,this mail might cause you.
Scam,"I am MAHOYI BELLO, a cousin to the Vice Presidentof"
Scam,the Federal Republic of Nigeria (Alhaji Atiku) and
Scam,Executive Director of SADIQ PETROLUEM LTD.I have
Scam,decided to contact you for this business proposal
Scam,based on the mutual understanding I know that can
Scam,"exist between us, having known that people of your"
Scam,Country are trustworthy.
Scam,
Scam,Since May 1999 when the new Government came to
Scam,"power,large sums of money have been recovered from our"
Scam,past military leaders who siphoned money from Nigeria
Scam,and deposited it in offshore accounts in
Scam,"Europe,America,Asia and some parts of Africa, for"
Scam,their own selfish benefits. This happened during the
Scam,"military regime,Now we are under a democratically"
Scam,elected government. This fund was among the money
Scam,recovered and seized by the Federal Government of
Scam,Nigeria.
Scam,
Scam,"Hence, my elder cousin (Alhaji Atiku Abubakar) the"
Scam,Vice-President of Nigeria is in charge of all
Scam,off-shore accounts seized and retrieved from our past
Scam,"military leaders.Therefore, we urged you to assist us"
Scam,"provide a very vital offshore account, where the sum"
Scam,"of US$25,000,000.00 (Twenty Five Million) US Dollars"
Scam,will be transferred for safe keeping.
Scam,
Scam,"Presently, this money is in a foreign Country I cannot"
Scam,mention now.Please note that other information will be
Scam,detailed to you on the receipt of your reply. My
Scam,elder cousin and I have agreed to give you (the
Scam,account owner)for this transaction 30% of the total
Scam,"amount remitted while 60%is for me and Cousin Atiku,"
Scam,"for the purchase of foreign investments, with your"
Scam,"assistance after the money have been disbursed, while"
Scam,10% is for expenses both of us will incur.
Scam,
Scam,"Note, I have been mandated by my elder cousin to"
Scam,"handle this deal with you, due to his position in the"
Scam,"Nigerian Government as the second citizen. Therefore,"
Scam,"if my proposal satisfies you, kindly contact me via my"
Scam,e-mail address and enclose your phone and fax numbers
Scam,for urgent confidential discussion.Your letter of
Scam,acceptance indicating your personal telephone and fax
Scam,numbers to enable us move ahead.
Scam,
Scam,"Besides, this transaction is risk-free and hoped to"
Scam,last 7 (seven) banking days upon my elder cousin
Scam,Alhaji Atiku Abubakar's authorisation.I thank you for
Scam,your expected co-operation.
Scam,
Scam,God Bless you.Best Regards.
Scam,
Scam,MAHOYI BELLO.
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,_________________________________________________________
Scam,Gagne une PS2 ! Envoie un SMS avec le code PS au 61166
Scam,
Scam,
Scam,
Scam,--=_NextPart_Caramail_0262011038673940_ID--
Scam,
Scam,From r  Tue Dec  3 22:48:05 2002
Scam,Return-Path: <adgua@mail.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <adgua@mail.com>
Scam,"for <R@M>; Tue, 3 Dec 2002 22:47:58 -0500 (EST)"
Scam,Message-Id: <200212040347.gB43lTp8018812@bluewhale.cs.CU>
Scam,"From: ""Mr. David Agu"" <adgua@mail.com>"
Scam,"Date: Tue, 03 Dec 2002 19:47:42"
Scam,To: webmaster@aclweb.org
Scam,Subject: INHERITANCE CLAIM
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain;charset=""iso-8859-1"""
Scam,Content-Transfer-Encoding: 7bit
Scam,Status: O
Scam,
Scam,ATTN:MANAGING DIRECTOR
Scam,
Scam,I am writing this proposal hoping that you would be of assistance in this business of mutual benefit. My name is Mr.David Agu an auditor at one of the Federal Ministries in lagos-Nigeria.
Scam,
Scam,"During our last audit exercise,some amount of money totalling $16.5Million was discovered and traced to be owned by one late Engineer Muller Robert, a foreigner who died in a plane crash. The source of this fund was further traced to be a contract payment made to him but has remained unclaimed till now.Since his death, nobody has shown up to claim this fund and this attracted my curiosity."
Scam,
Scam,I therefore made a research and found out that he did not leave any next of kin in his confidential document with the ministry that he executed the contract for. A panel setup by the Federal Government on recovery of funds expects that this fund should be unquestionably claimed by any of his available foreign next of kin or alternatively the fund should be donated for arms and ammunition at a military war college here in Nigeria. Fervent valuable efforts were made by the Panel to get in touch with any of the family or relatives but all have proved to no avail.
Scam,
Scam,"It is because of the perceived possibility of not going to be able to locate any next of kin ( he had no wife and children) that the panel under the influence of our chairman, Rtd Major General Usman Bello, that arrangement is being made for the fund to be declared UNCLAIMABLED and then be donated to the Trust Fund for arms and ammunition which will further enhance the perpetration of war in Africa and the third world in general. To forestall this move, my colleagues and I have taken it upon ourselves to source for a foreign partner who could assist in claimimg this fund for further transfer abroad."
Scam,
Scam,I have been given the sole mandate to source for a partner as soon as possible to that effect.All documents and proof to enable you get this fund have been carefully worked out and I am assuring you a 100% risk free involvement. Your share would be 30% of the total amount if you agree to assist while 10% would be set aside to offset all expenses in course of the transfer and the rest would be for us for investment purposes in your country.
Scam,
Scam,"If this proposal is OK by you, and you do wish to take the advantage of the trust we hope to bestow on you and your company, then kindly reach me immediately via Fax:234-1-7597019 furnishing me with your most confidential telephone and fax numbers and exclusive email so that I can forward to you the relevant details of the transaction. I expect your urgent response."
Scam,
Scam,"Regards,"
Scam,David.
Scam,Fax:234-1-7597019
Scam,E-mail:david_agu-gov@excite.com
Scam,
Scam,
Scam,
Scam,
Scam,From r  Wed Dec  4 09:11:44 2002
Scam,Return-Path: <bbell.idr@caramail.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <bbell.idr@caramail.com>
Scam,"for <R@M>; Wed, 4 Dec 2002 09:11:36 -0500 (EST)"
Scam,"From: ""bell.idr bell.idr"" <bbell.idr@caramail.com>"
Scam,To: bbell.idr@caramail.com
Scam,Message-ID: <1039010957026684@caramail.com>
Scam,X-Mailer: Caramail - www.caramail.com
Scam,X-Originating-IP: [216.139.170.171]
Scam,Mime-Version: 1.0
Scam,Subject: BUSINESS PROPOSAL
Scam,"Date: Wed, 04 Dec 2002 15:09:17 GMT+1"
Scam,"Content-Type: multipart/mixed; boundary=""=_NextPart_Caramail_0266841039010957_ID"""
Scam,Status: RO
Scam,
Scam,This message is in MIME format. Since your mail reader does not understand
Scam,"this format, some or all of this message may not be legible."
Scam,
Scam,--=_NextPart_Caramail_0266841039010957_ID
Scam,"Content-Type: text/plain; charset=""iso-8859-1"""
Scam,Content-Transfer-Encoding: quoted-printable
Scam,
Scam,"FROM: DR, IDRIS BELLO."
Scam,TEL/FAX: 234 1 759 0379.
Scam,E-MAIL:bello_234@yahoo.com
Scam,E-MAIL:obilolo@netscape.net
Scam,
Scam,
Scam,"Dear Friend,"
Scam,
Scam,
Scam,"My name is DR,IDRIS BELLO, a member of the Presidential"
Scam,Task Force on Oil Spillage Clean-up.
Scam,Early last year there was a major oil spillage in
Scam,the Niger Delta Region of Nigeria which rendered over 70%
Scam,of the communities homeless.
Scam,A contract was awarded to a foreign firm to
Scam,"rehabilitate the communitties, because of the huge monetary"
Scam,"profit I envisaged, we decided to over-invoice the contract"
Scam,sum.
Scam,
Scam,Now the contract has been completed and the original
Scam,"contractor has long been paid,but the contract"
Scam,balance of THIRTY EIGHT MILLION UNITED STATES DOLLARS
Scam,"(US$38 MILLION),which resulted from the over invoiced"
Scam,contract sum has been left in a suspense account with the
Scam,"DEBT RECONCILIATION COMMITTEE,A SUBSIDIARY OF OUR APEX BANK,"
Scam,This over invoice sum is what we intend to take out of
Scam,the country for ourselves.
Scam,
Scam,"The problem is as government officials,we are not suppose"
Scam,"to own fat bank accounts,talk less of having foreign ones."
Scam,"To this end, we are soliciting your assistance as a"
Scam,foreign partner who can assist us and receive this amount
Scam,into your account.
Scam,
Scam,We are ready to share this money with you on the basis
Scam,of participation.
Scam,we also have plans to invest part of this money in any
Scam,"viable business in your country under your care,as we are"
Scam,nearing our retirement age.
Scam,
Scam,"In any case, I received a reference of you/organization"
Scam,from the Nigeria Chambers of Commerce and Industry =91Foreign
Scam,Trade Division=92
Scam,as a reputable organ that can assist us on this transaction.
Scam,
Scam,Please if you accept my proposal do not hesitate to reply
Scam,to me on my e-mail: bello_234@yahoo.com or
Scam,obilolo@netscape.net so that I can
Scam,provide you with the
Scam,basic procedures for the release of the fund.
Scam,
Scam,It does not matter whether you or your company does
Scam,"contract project of the nature described here, the"
Scam,assumption is that you won a major contract and
Scam,"subcontracted it to another company, more often than"
Scam,"not, big trading companies or individuals of unrelated"
Scam,field win major contracts here in Nigeria and subcontracts
Scam,same to more specialized
Scam,firms for execution.
Scam,
Scam,The BENEFIT For providing the account where we shall remit
Scam,"this money, you will be entitled to 25% of the entire"
Scam,"funds, 70% will be for me and my partners,while 5% has been"
Scam,set aside to cover any expenses that
Scam,"may be incurred by both parties during this transaction,"
Scam,both local and international.
Scam,
Scam,Please I enjoin you to handle this transaction with utmost
Scam,degree of maturity and confidentiality because
Scam,
Scam,I am still in active government service with the NIGERIAN
Scam,NATIONAL PETROLEUM CORPORATION.
Scam,
Scam,"If I receive your response on time, this whole transaction"
Scam,could be accomplished within the shortest possible time
Scam,"based on your interest and determination,since the money is"
Scam,already on transit.
Scam,
Scam,"Please, try to call me up to confirm the receipt of this e-"
Scam,mail on my confidential TEL/FAX: 234 1 759 0379.
Scam,"The lines may be busy,but keep trying till you get"
Scam,through.
Scam,
Scam,"Yours faithfully,"
Scam,
Scam,"DR,IDRIS BELLO.."
Scam,
Scam,NOTE:ALWAYS ENDEVOUR TO SEND YOUR MAIL THROUGH THIS TWO
Scam,"ADDRESS PLEASE,(bello_234@yahoo.com)OR(obilolo@netscape.net)"
Scam,_________________________________________________________
Scam,Gagne une PS2 ! Envoie un SMS avec le code PS au 61166
Scam,
Scam,
Scam,
Scam,--=_NextPart_Caramail_0266841039010957_ID--
Scam,
Scam,From r  Thu Dec  5 15:09:54 2002
Scam,Return-Path: <iidris.bello@caramail.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <iidris.bello@caramail.com>
Scam,"for <R@M>; Thu, 5 Dec 2002 15:09:50 -0500 (EST)"
Scam,"From: ""idris.bello idris.bello"" <iidris.bello@caramail.com>"
Scam,To: iidris.bello@caramail.com
Scam,Message-ID: <1039094363005983@caramail.com>
Scam,X-Mailer: Caramail - www.caramail.com
Scam,X-Originating-IP: [216.139.170.171]
Scam,Mime-Version: 1.0
Scam,Subject: BUSINESS PROPOSAL
Scam,"Date: Thu, 05 Dec 2002 14:19:23 GMT+1"
